X1,D.ananassae,D.arizonae,D.biarmipes,D.bipectinata,D.busckii,D.elegans,D.erecta,D.eugracilis,D.ficusphila,D.grimshawi,D.hydei,D.kikkawai,D.melanogaster,D.miranda,D.mojavensis,D.navojoa,D.novamexicana,D.obscura,D.persimilis,D.pseudoobscura,D.rhopaloa,D.sechellia,D.serrata,D.simulans,D.suzukii,D.takahashii,D.virilis,D.willistoni,D.yakuba
OG0011299,XP_001965019.1,XP_017857840.1,XP_016961691.1,XP_017105339.1,XP_017834988.1,XP_017132149.1,XP_001969635.1,XP_017075534.1,XP_017047945.1,XP_001992777.1,XP_023160632.1,XP_017030031.1,NP_723811.1,XP_017154651.1,XP_002002132.1,XP_017953789.2,XP_030561970.1,XP_022220086.1,XP_002018879.2,XP_001357338.2,XP_016971937.1,XP_002042162.2,XP_020809398.1,XP_002079326.2,XP_016925363.1,XP_016998452.1,XP_002057678.1,XP_002065126.1,XP_002088584.1
OG0011300,XP_001965026.1,XP_017857800.1,XP_016962171.1,XP_017105574.1,XP_017834944.1,XP_017132579.1,XP_001969629.1,XP_017075883.1,XP_017047848.1,XP_001992784.1,XP_023160747.2,XP_017030026.1,NP_524836.2,XP_017152881.1,XP_002002138.1,XP_030243081.1,XP_030561752.1,XP_022220075.1,XP_026843078.1,XP_001357332.1,XP_016971936.1,XP_002042168.1,XP_020809454.1,XP_002079332.2,XP_016945370.1,XP_016998533.1,XP_002057672.1,XP_002065120.1,XP_002088590.1
OG0011302,XP_001965085.1,XP_017857609.1,XP_016963462.1,XP_017105443.1,XP_017853573.1,XP_017115557.1,XP_015015504.1,XP_017065413.1,XP_017062257.1,XP_001993436.1,XP_023177291.2,XP_017032752.1,NP_477431.1,XP_017152770.1,XP_002003019.1,XP_030242057.1,XP_030556540.1,XP_022225925.1,XP_002020595.2,XP_001356960.1,XP_016980769.1,XP_002041980.1,XP_020807981.1,XP_002079146.1,XP_016932132.1,XP_017011968.1,XP_002052298.1,XP_002064873.1,XP_015054650.1
OG0011303,XP_001965097.1,XP_017858075.1,XP_016956895.1,XP_017105726.1,XP_017854767.1,XP_017110674.1,XP_001968561.1,XP_017075909.1,XP_017047613.1,XP_001989181.1,XP_023164290.2,XP_017025951.1,NP_001097074.1,XP_017151659.1,XP_002002018.1,XP_030242403.1,XP_030556822.1,XP_022226749.1,XP_002014546.1,XP_002132536.1,XP_016982830.1,XP_002045311.1,XP_020799155.1,XP_002078029.1,XP_016945505.1,XP_017004117.1,XP_002052630.1,XP_002067181.1,XP_002087825.1
OG0011304,XP_001965122.1,XP_017858168.1,XP_016955006.1,XP_017095805.1,XP_017838170.1,XP_017117088.1,XP_001968718.1,XP_017063301.1,XP_017043938.1,XP_001993165.1,XP_023179901.1,XP_017025897.1,NP_523473.2,XP_017152047.1,XP_002003810.1,XP_030241411.1,XP_030569009.1,XP_022222494.1,XP_002015034.1,XP_001356735.1,XP_016969238.1,XP_002037862.1,XP_020802256.1,XP_002078168.1,XP_016945292.1,XP_017006853.1,XP_002059253.1,XP_002066626.1,XP_002087971.1
OG0011305,XP_001965123.1,XP_017858161.1,XP_016955051.1,XP_017095803.1,XP_017842974.1,XP_017117151.1,XP_001968719.1,XP_017063329.1,XP_017043828.1,XP_001993164.1,XP_023179892.2,XP_017025895.1,NP_608868.1,XP_017152039.1,XP_002003811.1,XP_017954061.1,XP_030569007.1,XP_022222411.1,XP_002015033.1,XP_001356734.1,XP_016969246.1,XP_002037863.1,XP_020802215.1,XP_016023479.1,XP_016925116.1,XP_017006873.1,XP_002059254.1,XP_002066625.1,XP_002087972.1
OG0011306,XP_001965143.1,XP_017858705.1,XP_016956713.1,XP_017095748.1,XP_017851499.1,XP_017130014.1,XP_001968742.1,XP_017063192.1,XP_017043727.1,XP_001989377.1,XP_023176943.1,XP_017038603.1,NP_608886.1,XP_017151906.1,XP_002001994.1,XP_017953769.2,XP_030565083.1,XP_022221981.1,XP_002021484.2,XP_001355942.1,XP_016973259.1,XP_002037888.1,XP_020806021.1,XP_002078189.2,XP_016944893.1,XP_016995938.1,XP_002059168.1,XP_002066608.1,XP_002088699.1
OG0011307,XP_001965145.1,XP_017857556.1,XP_016956715.1,XP_017095590.1,XP_017841882.1,XP_017130018.1,XP_001968740.2,XP_017063318.1,XP_017043730.1,XP_001989070.1,XP_023174480.1,XP_017038586.1,NP_608885.1,XP_017151908.1,XP_002001739.1,XP_017954626.1,XP_030555068.1,XP_022221983.1,XP_026842999.1,XP_001355944.1,XP_016973261.1,XP_032571324.1,XP_020806023.1,XP_002078187.1,XP_016944980.1,XP_016995933.1,XP_002051935.1,XP_002066606.1,XP_002088701.1
OG0011308,XP_001965146.1,XP_017857563.1,XP_016956832.1,XP_017095596.1,XP_017846138.1,XP_017130025.1,XP_001968739.1,XP_017063050.1,XP_017043738.1,XP_001989069.1,XP_023174474.1,XP_017038592.1,NP_608884.1,XP_017151912.1,XP_002001738.2,XP_017954232.1,XP_030555073.1,XP_022221989.1,XP_002021486.1,XP_001355945.1,XP_016973268.1,XP_002037885.1,XP_020806028.1,XP_002078186.1,XP_016944982.1,XP_016995873.1,XP_002051936.2,XP_002066638.1,XP_002088702.1
OG0011309,XP_001965147.2,XP_017857558.1,XP_016954825.1,XP_017095591.1,XP_017855089.1,XP_017117147.1,XP_001968738.1,XP_017063313.1,XP_017043732.1,XP_001989068.1,XP_023174472.1,XP_017038587.1,NP_523478.1,XP_017151909.1,XP_002001737.2,XP_017954226.1,XP_030555070.1,XP_022221984.1,XP_002021487.1,XP_001355946.2,XP_016984088.1,XP_002037884.1,XP_020806024.1,XP_002078185.1,XP_016945717.1,XP_017006868.1,XP_002051937.2,XP_002066637.3,XP_002088703.2
OG0011311,XP_001965223.1,XP_017859567.1,XP_016955065.1,XP_017094883.1,XP_017835002.1,XP_017116752.1,XP_001968677.1,XP_017063247.1,XP_017061058.1,XP_001989310.1,XP_023170504.1,XP_017026219.1,NP_608837.2,XP_017154914.1,XP_002003519.1,XP_030240466.1,XP_030556844.1,XP_022224107.1,XP_002020619.1,XP_001356977.2,XP_016974172.1,XP_002037822.1,XP_020810222.1,XP_002078130.2,XP_016925929.1,XP_016997697.1,XP_002052753.2,XP_002066811.3,XP_002087929.1
OG0011312,XP_001965227.2,XP_017860341.1,XP_016954927.1,XP_017094965.1,XP_017842937.1,XP_017116887.1,XP_001968673.1,XP_017063282.1,XP_017061051.1,XP_001989312.1,XP_023170464.2,XP_017026208.1,NP_608834.1,XP_017152627.1,XP_002003521.1,XP_030240464.1,XP_030557160.1,XP_022224425.1,XP_002020626.1,XP_001356980.1,XP_016974204.1,XP_002037819.1,XP_020810553.1,XP_002078128.1,XP_016945517.1,XP_016997762.1,XP_002052755.1,XP_002066814.1,XP_002087926.1
OG0011313,XP_001965294.1,XP_017857106.1,XP_016963690.1,XP_017088917.1,XP_017834891.1,XP_017134201.1,XP_001976242.1,XP_017086669.1,XP_017056498.1,XP_032592350.1,XP_023161102.1,XP_017032103.1,NP_001188822.1,XP_017154422.1,XP_002003750.1,XP_030240276.1,XP_030555256.1,XP_022228132.1,XP_026844506.1,XP_015035953.1,XP_016969373.1,XP_032583178.1,XP_020812387.1,XP_016025195.1,XP_016936355.1,XP_017014107.1,XP_015027996.1,XP_002066277.1,XP_002090533.1
OG0011314,XP_001965311.1,XP_017858825.1,XP_016964716.1,XP_017088852.1,XP_017843412.1,XP_017134528.1,XP_001970121.1,XP_017069588.1,XP_017059271.1,XP_001989360.1,XP_023165659.2,XP_017019144.1,NP_609096.2,XP_017152934.1,XP_002001974.1,XP_030240590.1,XP_030564910.1,XP_022221308.1,XP_002020897.1,XP_002132482.2,XP_016970997.1,XP_002036038.2,XP_020804523.1,XP_002078473.1,XP_016926946.1,XP_017004579.1,XP_002059191.1,XP_002066931.1,XP_002088076.2
OG0011315,XP_001965312.1,XP_017858834.1,XP_016964715.1,XP_017088855.1,XP_017843424.1,XP_017134529.1,XP_001970120.1,XP_017069589.1,XP_017059272.1,XP_001989361.1,XP_023165661.1,XP_017019145.1,NP_652555.1,XP_017152936.1,XP_002001975.1,XP_030240595.1,XP_030564915.1,XP_022221309.1,XP_002020898.1,XP_001357139.1,XP_016970998.1,XP_002036037.1,XP_020804524.1,XP_016023889.1,XP_016926958.1,XP_017004580.1,XP_002059190.1,XP_002066932.1,XP_002088077.1
OG0011317,XP_001965372.1,XP_017858135.1,XP_016956964.1,XP_017086870.1,XP_017840935.1,XP_017115291.1,XP_001968170.1,XP_017076040.1,XP_017046294.1,XP_001988547.1,XP_023170399.1,XP_017038484.1,NP_608522.1,XP_017151669.1,XP_002003661.1,XP_030238559.1,XP_030565494.1,XP_022223727.1,XP_002014585.1,XP_001356437.2,XP_016985699.1,XP_002041579.1,XP_020812605.1,XP_002077638.1,XP_016944970.1,XP_017003880.1,XP_002052831.1,XP_002066722.1,XP_002087427.1
OG0011318,XP_001965374.1,XP_017858133.1,XP_016956803.1,XP_017086916.1,XP_017847048.1,XP_017115258.1,XP_001968168.2,XP_017075806.1,XP_017046277.1,XP_001988545.1,XP_023170397.2,XP_017038470.1,NP_608521.1,XP_017151667.1,XP_002003663.1,XP_030238546.1,XP_030565490.1,XP_022223747.1,XP_002014587.1,XP_001356439.3,XP_016985692.1,XP_002041577.1,XP_020812602.1,XP_002077636.1,XP_016944894.1,XP_017003815.1,XP_002052829.1,XP_002074967.1,XP_002087425.1
OG0011319,XP_001965377.1,XP_017858123.1,XP_016956678.1,XP_017086911.1,XP_017854627.1,XP_017115293.1,XP_001968165.1,XP_017075487.1,XP_017046309.1,XP_001988542.1,XP_023170532.2,XP_017038481.1,NP_476708.1,XP_017151663.1,XP_002003666.2,XP_030238520.1,XP_030565605.1,XP_022223742.1,XP_002014590.2,XP_001356442.2,XP_016985695.1,XP_002041574.1,XP_020812608.1,XP_002077633.1,XP_016944700.1,XP_017003629.1,XP_002052825.2,XP_002066720.1,XP_002087422.1
OG0011321,XP_001965414.1,XP_017869463.1,XP_016952139.1,XP_017089212.1,XP_017850105.1,XP_017119097.1,XP_001976764.3,XP_017086213.1,XP_017054842.1,XP_032593950.1,XP_023174055.2,XP_017030061.1,NP_726835.1,XP_017136270.1,XP_032589054.1,XP_030246373.1,XP_030569646.1,XP_022211724.1,XP_026846278.1,XP_002133979.2,XP_016981139.1,XP_032581814.1,XP_020803037.1,XP_016037945.1,XP_016942167.1,XP_017009357.1,XP_032296028.1,XP_023035182.1,XP_002100204.1
OG0011322,XP_001965415.1,XP_017872454.1,XP_016951684.1,XP_017089217.1,XP_017850104.1,XP_017119333.1,XP_001976763.1,XP_017086190.1,XP_017054850.1,XP_001991081.1,XP_023174064.2,XP_017030152.1,NP_570037.1,XP_017137508.1,XP_002011674.1,XP_030245724.1,XP_030569656.1,XP_022225953.1,XP_026846350.1,XP_001354655.1,XP_016981155.1,XP_002040572.1,XP_020803033.1,XP_016037944.1,XP_016941954.1,XP_017009038.1,XP_002058919.1,XP_002070951.2,XP_002100205.1
OG0011323,XP_001965440.1,XP_017870412.1,XP_016951949.1,XP_017103400.1,XP_017850640.1,XP_017119528.1,XP_001976741.1,XP_017064273.1,XP_017054839.1,XP_001991656.1,XP_023179552.1,XP_017028654.1,NP_570021.2,XP_017147858.1,XP_002010345.1,XP_017963893.1,XP_030567991.1,XP_022230473.1,XP_002023638.1,XP_001354639.1,XP_016981168.1,XP_002040548.1,XP_020802160.1,XP_002106008.1,XP_016941986.1,XP_017009322.1,XP_002060130.1,XP_002064244.1,XP_002100230.1
OG0011324,XP_001965441.1,XP_017870411.1,XP_016951948.1,XP_017103577.1,XP_017850639.1,XP_017119517.1,XP_001976740.1,XP_017064272.1,XP_017054838.1,XP_001991655.1,XP_023179551.1,XP_017027401.1,NP_570020.1,XP_017147846.1,XP_002010344.1,XP_017963889.1,XP_030567990.1,XP_022230472.1,XP_002023637.1,XP_001354638.1,XP_016981167.1,XP_002040547.1,XP_020802532.1,XP_002106007.1,XP_016941984.1,XP_017009320.1,XP_002060131.1,XP_002064245.1,XP_002100231.1
OG0011325,XP_001965444.1,XP_017870396.1,XP_016952085.1,XP_017103660.1,XP_017850634.1,XP_017133262.1,XP_001976996.1,XP_017064301.1,XP_017055086.1,XP_001990934.1,XP_023179532.1,XP_017028671.1,NP_572246.1,XP_017156191.1,XP_002010341.1,XP_017963881.1,XP_030568084.1,XP_022230493.1,XP_002023633.2,XP_001354635.1,XP_016981217.1,XP_002036884.1,XP_020802138.1,XP_002106215.1,XP_016942002.1,XP_017009331.1,XP_002055018.1,XP_002070885.1,XP_002099980.1
OG0011327,XP_001965469.1,XP_017872600.1,XP_016967028.1,XP_017107173.1,XP_017850828.1,XP_017113413.1,XP_001977662.1,XP_017074330.1,XP_017042156.1,XP_001990959.2,XP_023176363.1,XP_017034599.1,NP_573294.1,XP_017156703.1,XP_032588258.1,XP_017965594.2,XP_030567089.1,XP_022233692.1,XP_002026820.1,XP_001354356.3,XP_016986631.1,XP_002039279.2,XP_020797828.1,XP_002107309.1,XP_016930767.1,XP_017002463.1,XP_002059060.1,XP_023035005.1,XP_002101608.1
OG0011328,XP_001965499.1,XP_017870876.1,XP_016962858.1,XP_017098713.1,XP_017852073.1,XP_017113360.1,XP_026837868.1,XP_017086548.1,XP_017042127.1,XP_001991886.1,XP_023176691.2,XP_017035376.1,NP_572886.2,XP_017142985.1,XP_002010572.1,XP_017964199.1,XP_030564778.1,XP_022234258.1,XP_026846924.1,XP_001354374.1,XP_016979779.1,XP_002042937.2,XP_020805435.1,XP_016039192.1,XP_016923212.1,XP_017010796.1,XP_002055543.1,XP_002071243.1,XP_002100468.1
OG0011329,XP_001965515.1,XP_017869814.1,XP_016966945.1,XP_017098744.1,XP_017852296.1,XP_017112970.1,XP_001977671.2,XP_017074220.1,XP_017041918.1,XP_001990969.1,XP_023176392.1,XP_017034618.1,NP_573299.1,XP_017156661.1,XP_002009842.1,XP_017966145.2,XP_030567026.1,XP_022233200.1,XP_002026811.1,XP_001354363.1,XP_016986826.1,XP_032581025.1,XP_020806371.1,XP_002107314.1,XP_016930788.1,XP_017002414.1,XP_002059069.2,XP_002071201.1,XP_002101617.1
OG0011330,XP_001965529.1,XP_017872057.1,XP_016966991.1,XP_017088358.1,XP_017850759.1,XP_017113440.1,XP_001977688.1,XP_017074267.1,XP_017042038.1,XP_001991718.1,XP_023176356.1,XP_017034061.1,NP_573314.1,XP_017149120.1,XP_002009725.1,XP_017965030.1,XP_030563195.1,XP_022234180.1,XP_002026792.2,XP_001354391.1,XP_016986778.1,XP_002039306.1,XP_020805263.1,XP_002077082.1,XP_016923415.1,XP_017015611.1,XP_015026659.2,XP_002071816.1,XP_002101641.1
OG0011331,XP_001965546.1,XP_017871672.1,XP_016954587.1,XP_017110014.1,XP_017852123.1,XP_017112301.1,XP_001978686.1,XP_017085761.1,XP_017056081.1,XP_001992755.1,XP_023174377.1,XP_017030277.1,NP_523428.1,XP_017143278.1,XP_002010072.1,XP_030245990.1,XP_030567121.1,XP_022209178.1,XP_002024342.1,XP_001354872.1,XP_016979987.1,XP_002039632.1,XP_020798017.1,XP_002107543.1,XP_016937256.1,XP_016994989.1,XP_002058976.1,XP_002071614.1,XP_002101983.1
OG0011332,XP_001965551.1,XP_017871402.1,XP_016948508.1,XP_017110003.1,XP_017851056.1,XP_017112654.1,XP_001977578.1,XP_017067307.1,XP_017056084.1,XP_001991215.1,XP_023174403.1,XP_017030190.1,NP_573226.1,XP_017156264.1,XP_002010063.1,XP_017964060.1,XP_030567098.1,XP_022209085.1,XP_002023494.1,XP_001354799.2,XP_016980022.1,XP_002042395.2,XP_020797867.1,XP_002107241.1,XP_016938849.1,XP_016996174.1,XP_002058985.1,XP_002071724.1,XP_002101515.1
OG0011333,XP_001965569.1,XP_017869053.1,XP_016952101.1,XP_017099593.1,XP_017851128.1,XP_017111686.1,XP_001978169.1,XP_017063756.1,XP_017055804.1,XP_001991671.1,XP_023179245.1,XP_017021531.1,NP_511153.1,XP_017155822.1,XP_002011492.1,XP_017962767.1,XP_030564473.1,XP_022208465.1,XP_002023532.1,XP_001354816.1,XP_016984436.1,XP_002042803.1,XP_020797795.1,XP_002106932.1,XP_016925552.1,XP_016995314.1,XP_002054926.1,XP_002061145.1,XP_002100576.1
OG0011334,XP_001965585.1,XP_017870029.1,XP_016962662.1,XP_017099483.1,XP_017851515.1,XP_017113008.1,XP_001978264.1,XP_017086551.1,XP_017062396.1,XP_001991116.1,XP_023168159.2,XP_017017974.1,NP_572896.1,XP_017136278.1,XP_002010165.1,XP_017963194.2,XP_030572851.1,XP_022214081.1,XP_002023368.1,XP_001354729.3,XP_016979661.1,XP_002042692.1,XP_020808210.1,XP_002106869.1,XP_016923062.1,XP_017010767.1,XP_032295662.1,XP_002064282.1,XP_002100480.1
OG0011336,XP_001965623.1,XP_017869584.1,XP_016961377.1,XP_017094369.1,XP_017850171.1,XP_017121343.1,XP_001977145.1,XP_017076928.1,XP_017045681.1,XP_001991150.1,XP_023171991.2,XP_017036237.1,NP_001096949.1,XP_017137528.1,XP_002010127.1,XP_030245991.1,XP_030566008.1,XP_022214016.1,XP_002023326.2,XP_002134028.1,XP_016986840.1,XP_002041962.2,XP_020797995.1,XP_016038891.1,XP_016946089.1,XP_016995108.1,XP_032295745.1,XP_002067597.2,XP_002100887.1
OG0011337,XP_001965624.1,XP_017869582.1,XP_016961566.1,XP_017094466.1,XP_017850170.1,XP_017121558.1,XP_001977144.1,XP_017076945.1,XP_017045669.1,XP_001991151.1,XP_023172000.2,XP_017035986.1,NP_511116.2,XP_017145922.1,XP_002010126.1,XP_017964422.1,XP_030566083.1,XP_022214116.1,XP_026846337.1,XP_001354700.2,XP_016986885.1,XP_002041963.1,XP_020797994.1,XP_002076963.1,XP_016923085.1,XP_016995144.1,XP_002055743.1,XP_023032792.1,XP_002100886.1
OG0011338,XP_001965644.1,XP_017872111.1,XP_016949165.1,XP_017094389.1,XP_017851255.1,XP_017116376.1,XP_001978230.1,XP_017063823.1,XP_017055683.1,XP_001991699.1,XP_023175947.2,XP_017017999.1,NP_572919.1,XP_017139787.1,XP_002010483.1,XP_017965056.1,XP_030567312.1,XP_022208762.1,XP_002023563.1,XP_001354602.1,XP_016974671.1,XP_002042726.1,XP_020807101.1,XP_016039261.1,XP_016935091.1,XP_016993055.1,XP_002055337.1,XP_002071713.1,XP_002100512.1
OG0011339,XP_001965671.1,XP_017869816.1,XP_016962729.1,XP_017106484.1,XP_017852031.1,XP_017112728.1,XP_001977553.1,XP_017067378.1,XP_017056139.1,XP_001991423.1,XP_023176332.2,XP_017034026.1,NP_573209.1,XP_017153852.1,XP_002009794.1,XP_017963483.1,XP_030567363.1,XP_022208767.1,XP_002023584.1,XP_001354613.2,XP_016979972.1,XP_002042365.1,XP_020805432.1,XP_016039770.1,XP_016923145.1,XP_017007086.1,XP_002059665.1,XP_002071454.1,XP_002101483.1
OG0011341,XP_001965693.1,XP_017872231.1,XP_016948756.1,XP_017094772.1,XP_017851298.1,XP_017113455.1,XP_001977357.2,XP_017063984.1,XP_017042123.1,XP_001995457.1,XP_023176321.2,XP_017018221.1,NP_572535.1,XP_017156483.1,XP_002009705.1,XP_017964294.1,XP_030563140.1,XP_022208916.1,XP_002023417.2,XP_001354752.1,XP_016991184.1,XP_032580269.1,XP_020808207.1,XP_016038655.1,XP_016936753.1,XP_016996234.1,XP_002055245.1,XP_002071436.1,XP_002101059.1
OG0011342,XP_001965700.1,XP_017872346.1,XP_016954634.1,XP_017107929.1,XP_017851465.1,XP_017114820.1,XP_001977253.1,XP_017073702.1,XP_017055453.1,XP_001995501.1,XP_023161399.1,XP_017030090.1,NP_652547.1,XP_017156664.1,XP_015016830.1,XP_030243539.1,XP_030563192.1,XP_022209286.1,XP_026847105.1,XP_001352252.1,XP_016986641.1,XP_032580338.1,XP_020797843.1,XP_016038775.1,XP_016936784.1,XP_017012874.1,XP_032295923.1,XP_002070894.1,XP_002101816.1
OG0011344,XP_001965913.1,XP_017856497.1,XP_016954181.1,XP_017092194.1,XP_017849763.1,XP_017114681.1,XP_001978947.1,XP_017082289.1,XP_017044269.1,XP_001996282.1,XP_023177019.1,XP_017023512.1,NP_649552.1,XP_017143917.1,XP_001999405.1,XP_017965752.1,XP_030556161.1,XP_022221925.1,XP_002017155.1,XP_001359347.2,XP_016972250.1,XP_032578285.1,XP_020799548.1,XP_016033335.1,XP_016938410.1,XP_017008353.1,XP_002054624.1,XP_002073796.1,XP_002098031.1
OG0011346,XP_001965968.1,XP_017874413.1,XP_016952251.1,XP_017091922.1,XP_017846102.1,XP_017118642.1,XP_001980138.1,XP_017083560.1,XP_017053204.1,XP_001989510.1,XP_023178554.1,XP_017031586.1,NP_650520.1,XP_017142988.1,XP_002000208.1,XP_017968320.1,XP_030571975.1,XP_022216141.1,XP_002019453.1,XP_001359716.2,XP_016979215.1,XP_002030979.1,XP_020818452.1,XP_002103231.1,XP_016936174.1,XP_016996623.1,XP_002053362.1,XP_002073234.2,XP_002097657.1
OG0011347,XP_001966033.1,XP_017869489.1,XP_016948415.1,XP_017108896.1,XP_017850212.1,XP_017112864.1,XP_001982560.1,XP_017065917.1,XP_017054714.1,XP_001992010.1,XP_023170104.1,XP_017029274.1,NP_569954.1,XP_017145191.1,XP_002010623.1,XP_017963962.1,XP_030567434.1,XP_022219831.1,XP_002025867.1,XP_001354513.3,XP_016982449.1,XP_002040409.1,XP_020802889.1,XP_016037728.1,XP_016939033.1,XP_017006706.1,XP_002057076.1,XP_002067482.1,XP_002100345.1
OG0011348,XP_001966035.1,XP_017872194.1,XP_016962868.1,XP_017108906.1,XP_017853468.1,XP_017110887.1,XP_001978044.1,XP_017074464.1,XP_017050860.1,XP_001992523.1,XP_023175972.2,XP_017022667.1,NP_573065.1,XP_017150824.1,XP_002010479.1,XP_017965616.1,XP_030567316.1,XP_022220072.1,XP_026849252.1,XP_001354905.2,XP_016972079.1,XP_032580359.1,XP_020812185.1,XP_002107043.2,XP_016942420.1,XP_017013797.1,XP_002059601.1,XP_002071137.3,XP_002100711.1
OG0011351,XP_001966067.1,XP_017871302.1,XP_016951978.1,XP_017088474.1,XP_017849974.1,XP_017130437.1,XP_001978142.1,XP_017065805.1,XP_017050951.1,XP_001991628.1,XP_023159566.2,XP_017028925.1,NP_572985.1,XP_017142379.1,XP_002009484.1,XP_017964097.1,XP_030566709.1,XP_022218866.1,XP_026845134.1,XP_001355520.1,XP_016985457.1,XP_002043790.1,XP_020812206.1,XP_002078971.1,XP_016923969.1,XP_017015942.1,XP_002056940.1,XP_002064358.1,XP_002100610.1
OG0011352,XP_001966068.3,XP_017871299.1,XP_016951877.1,XP_017088475.1,XP_017851676.1,XP_017130438.1,XP_001978141.1,XP_017065803.1,XP_017050684.1,XP_001991629.1,XP_023159551.2,XP_017028936.1,NP_572986.1,XP_017142354.1,XP_002009483.1,XP_017964094.1,XP_030566710.1,XP_022218863.1,XP_002027887.1,XP_001355522.2,XP_016985444.1,XP_002043791.1,XP_020812193.1,XP_016039334.1,XP_016923952.1,XP_017015927.1,XP_002056939.1,XP_002064359.1,XP_002100611.1
OG0011353,XP_001966078.1,XP_017870886.1,XP_016951677.1,XP_017100783.1,XP_017852947.1,XP_017129776.1,XP_001977885.1,XP_017066855.1,XP_017052095.1,XP_001995756.1,XP_023162264.1,XP_017028998.1,NP_608391.2,XP_017138479.1,XP_002011012.2,XP_017965227.2,XP_030568575.1,XP_022227380.1,XP_002025051.1,XP_001355622.2,XP_016971587.1,XP_002039541.2,XP_020805389.1,XP_016040163.1,XP_016942107.1,XP_016996921.1,XP_002058160.1,XP_002064400.1,XP_002101901.1
OG0011354,XP_001966079.1,XP_017870888.1,XP_016951657.1,XP_017100740.1,XP_017852925.1,XP_017129769.1,XP_001977884.1,XP_017066856.1,XP_017052096.1,XP_032597251.1,XP_023162267.2,XP_017029000.1,NP_728338.2,XP_017138504.1,XP_002011011.1,XP_017965215.1,XP_030568576.1,XP_022227382.1,XP_002025050.1,XP_001355623.2,XP_016971588.1,XP_002039540.1,XP_020805473.1,XP_016040162.1,XP_016942093.1,XP_016996914.1,XP_002058161.2,XP_002064399.2,XP_002101900.1
OG0011356,XP_001966118.1,XP_017870014.1,XP_016949804.1,XP_017109683.1,XP_017851236.1,XP_017133376.1,XP_001978379.1,XP_017064973.1,XP_017062037.1,XP_001995815.1,XP_023170044.1,XP_017024289.1,NP_572794.1,XP_017157129.1,XP_002012516.1,XP_017963357.1,XP_030567464.1,XP_022216088.1,XP_002022138.1,XP_001355362.2,XP_016977187.1,XP_002042809.1,XP_020803522.1,XP_002106774.1,XP_016923903.1,XP_017001489.1,XP_002057057.1,XP_023032746.1,XP_002100349.2
OG0011357,XP_001966150.2,XP_017870281.1,XP_016962812.1,XP_017109604.1,XP_017852691.1,XP_017113206.1,XP_001977917.1,XP_017064390.1,XP_017056227.1,XP_001991608.1,XP_023179992.1,XP_017034786.1,NP_572465.1,XP_017137557.1,XP_002010387.1,XP_017963422.1,XP_030569116.1,XP_022215100.1,XP_002022086.1,XP_001354462.2,XP_016983962.1,XP_002044401.1,XP_020808423.1,XP_002106448.2,XP_016941932.1,XP_016994733.1,XP_002056891.1,XP_023035091.1,XP_002101167.1
OG0011358,XP_001966173.1,XP_017869394.1,XP_016946254.1,XP_017109775.1,XP_017850040.1,XP_017114123.1,XP_001976891.3,XP_017074766.1,XP_017045909.1,XP_032594766.1,XP_030079441.1,XP_017035782.1,NP_572172.1,XP_017136323.1,XP_032588673.1,XP_030244637.1,XP_030569281.1,XP_022223478.1,XP_002022979.1,XP_001355719.3,XP_016980084.1,XP_002037002.2,XP_020808391.1,XP_016038080.1,XP_016938972.1,XP_016993971.1,XP_032296434.1,XP_023032829.1,XP_002100089.2
OG0011359,XP_001966175.1,XP_017870559.1,XP_016946303.1,XP_017109832.1,XP_017850307.1,XP_017114255.1,XP_001976888.1,XP_017074852.1,XP_017045992.1,XP_001995548.1,XP_023178078.1,XP_017030613.1,NP_572169.1,XP_017139168.1,XP_032588764.1,XP_017963622.1,XP_030569318.1,XP_022219953.1,XP_002023299.1,XP_001354686.1,XP_016980164.1,XP_002037005.1,XP_020805218.1,XP_016038079.1,XP_016939426.1,XP_017002368.1,XP_002057960.2,XP_002071696.1,XP_002100092.1
OG0011360,XP_001966176.1,XP_017870573.1,XP_016946304.1,XP_017109833.1,XP_017850327.1,XP_017114256.1,XP_001976887.1,XP_017074853.1,XP_017045993.1,XP_001995549.1,XP_023178735.1,XP_017030409.1,NP_572168.1,XP_017139206.1,XP_002011241.1,XP_017963642.1,XP_030569325.1,XP_022219957.1,XP_002023300.1,XP_001354687.1,XP_016980165.1,XP_002037006.1,XP_020805219.1,XP_002106129.1,XP_016939427.1,XP_017002369.1,XP_002057961.1,XP_002071413.1,XP_002100093.1
OG0011361,XP_001966299.1,XP_017869646.1,XP_016967890.1,XP_017104702.1,XP_017851035.1,XP_017120172.1,XP_001977044.1,XP_017064097.1,XP_017061553.1,XP_001992130.1,XP_023167742.2,XP_017036504.1,NP_651971.2,XP_017156403.1,XP_002009383.1,XP_030244761.1,XP_030569394.1,XP_022227422.1,XP_002024279.1,XP_001354848.1,XP_016976726.1,XP_002036833.2,XP_020805015.1,XP_016038252.1,XP_016931676.1,XP_017009287.1,XP_002059560.1,XP_002064386.1,XP_002101339.1
